login_streak,posts_created,comments_written,upvotes_received,quizzes_completed,buddies_messaged,karma_spent,karma_earned,spam,surprise_unlocked,reward_karma,reason,rarity,box_type,status
7,9,5,10,1,9,20,25,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
5,7,12,12,4,15,10,30,False,True,20,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,5,6,24,3,5,1,26,False,True,25,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,7,7,0,0,3,4,22,False,True,18,posts_created+karma_earned,common,mystery,delivered
3,6,7,2,2,3,3,21,False,True,18,posts_created+karma_earned,common,mystery,delivered
3,5,4,5,2,10,23,30,False,True,7,no_reason,rare,social,delivered
5,4,3,2,1,0,17,23,True,False,0,spam,,,missed
3,2,18,19,0,12,4,27,False,True,23,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,2,17,10,3,5,9,27,False,True,18,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,8,5,1,2,2,15,20,False,True,5,posts_created+login_streak,common,comeback,delivered
10,6,10,12,5,9,2,19,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
2,1,1,0,0,2,4,7,False,False,3,low_karma_diff,,,missed
1,7,5,1,1,0,16,25,False,True,9,posts_created+login_streak,common,comeback,delivered
3,0,11,14,0,13,3,24,False,True,21,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,0,1,5,0,2,9,9,False,False,0,low_karma_diff,,,missed
0,2,1,5,0,0,5,7,False,False,2,low_karma_diff,,,missed
5,12,15,17,6,12,10,27,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,2,0,3,0,0,5,9,False,False,4,low_karma_diff,,,missed
0,1,3,4,0,0,6,9,False,False,3,low_karma_diff,,,missed
1,2,2,1,0,2,2,5,False,False,3,low_karma_diff,,,missed
5,5,5,15,4,14,18,26,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,9,6,12,3,8,20,30,False,True,10,no_reason,common,social,delivered
5,2,5,3,0,1,22,30,True,False,0,spam,,,missed
10,12,7,25,4,6,15,25,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
9,3,8,13,1,10,9,27,False,True,18,quizzes_completed+login_streak,rare,streak,delivered
5,5,11,16,1,8,8,20,False,True,12,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
8,9,20,25,6,15,24,30,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,8,1,4,1,1,8,20,False,True,12,posts_created+login_streak,common,comeback,delivered
1,10,2,0,1,1,6,12,False,True,6,posts_created+login_streak,common,comeback,delivered
2,3,7,8,2,1,5,17,False,True,12,posts_created+karma_earned,common,mystery,delivered
3,8,2,2,3,2,13,23,False,True,10,posts_created+karma_earned,common,mystery,delivered
4,2,5,0,3,8,5,26,False,True,21,quizzes_completed+login_streak,common,streak,delivered
2,2,11,20,0,8,8,26,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,2,2,0,0,2,4,7,False,False,3,low_karma_diff,,,missed
3,12,17,8,5,7,15,25,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,4,11,18,0,7,1,26,False,True,25,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,0,14,30,0,15,15,27,False,True,12,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,2,11,25,1,7,13,29,False,True,16,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,7,2,5,2,0,12,29,False,True,17,posts_created+login_streak,common,comeback,delivered
6,0,1,14,4,8,9,28,False,True,19,quizzes_completed+login_streak,rare,streak,delivered
3,2,11,23,3,6,6,25,False,True,19,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
3,6,9,14,2,6,23,28,False,True,5,no_reason,rare,social,delivered
8,10,6,22,9,9,0,26,False,True,26,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,4,11,19,3,11,0,30,False,True,30,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
6,8,10,15,8,7,9,25,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,1,2,3,0,2,5,9,False,False,4,low_karma_diff,,,missed
6,0,7,2,1,0,0,19,False,True,19,quizzes_completed+login_streak,rare,streak,delivered
4,5,8,14,1,5,18,30,False,True,12,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
4,0,14,21,1,7,18,27,False,True,9,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,8,4,0,2,3,2,12,False,True,10,posts_created+login_streak,common,comeback,delivered
4,2,5,6,0,7,0,10,False,True,10,posts_created+karma_earned,common,mystery,delivered
1,3,5,0,2,4,12,29,False,True,17,posts_created+login_streak,common,comeback,delivered
1,10,0,7,1,2,0,21,False,True,21,posts_created+karma_earned,common,mystery,delivered
0,5,0,1,0,2,3,20,False,True,17,posts_created+karma_earned,common,mystery,delivered
0,9,9,0,2,2,12,29,False,True,17,posts_created+karma_earned,common,mystery,delivered
4,5,19,25,3,7,11,23,False,True,12,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
6,4,1,12,2,4,10,27,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
9,5,10,0,3,7,12,20,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
0,3,14,14,3,6,21,28,False,True,7,no_reason,common,social,delivered
0,0,2,4,0,2,6,7,False,False,1,low_karma_diff,,,missed
9,5,16,25,10,12,10,29,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,8,3,2,2,5,2,15,False,True,13,posts_created+login_streak,common,comeback,delivered
1,4,12,28,1,9,10,22,False,True,12,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,2,4,4,0,2,3,6,False,False,3,low_karma_diff,,,missed
5,5,10,22,1,14,5,29,False,True,24,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,6,10,4,3,6,9,15,False,True,6,posts_created+karma_earned,common,mystery,delivered
3,5,9,1,0,3,3,26,False,True,23,posts_created+karma_earned,common,mystery,delivered
5,6,12,5,3,10,21,27,False,True,6,no_reason,common,social,delivered
5,2,6,5,1,1,8,14,False,True,6,posts_created+karma_earned,common,mystery,delivered
9,7,8,12,3,11,1,28,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,6,9,21,7,14,13,30,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,6,11,12,5,3,13,29,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,7,13,14,3,6,21,26,False,True,5,no_reason,common,social,delivered
6,11,14,24,10,9,6,29,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,5,5,0,1,2,7,11,True,False,0,spam,,,missed
9,3,0,6,2,1,10,24,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
1,9,2,4,1,4,6,14,False,True,8,posts_created+login_streak,common,comeback,delivered
4,5,15,19,2,11,5,21,False,True,16,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,1,1,0,0,1,16,21,False,True,5,posts_created+karma_earned,common,mystery,delivered
1,0,1,2,0,1,5,6,False,False,1,low_karma_diff,,,missed
2,2,10,9,1,5,7,29,False,True,22,posts_created+karma_earned,common,mystery,delivered
8,7,3,19,4,9,16,27,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,14,4,21,3,13,20,26,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,5,4,2,5,3,29,False,True,26,posts_created+login_streak,rare,comeback,delivered
0,3,8,12,3,9,20,27,False,True,7,no_reason,common,social,delivered
8,8,1,1,4,2,6,21,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
5,8,7,7,4,2,17,29,False,True,12,quizzes_completed+login_streak,common,streak,delivered
1,2,0,1,0,0,9,10,False,False,1,low_karma_diff,,,missed
3,3,12,16,0,10,4,26,False,True,22,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
4,15,6,18,5,7,1,29,False,True,28,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,8,10,9,3,4,23,28,False,True,5,no_reason,rare,social,delivered
3,10,6,6,2,6,20,26,False,True,6,no_reason,common,social,delivered
4,5,11,27,1,7,7,21,False,True,14,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
5,0,5,3,2,3,10,10,True,False,0,spam,,,missed
8,6,0,7,3,0,20,29,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
4,9,5,5,5,9,1,15,False,True,14,quizzes_completed+login_streak,common,streak,delivered
4,4,4,6,3,8,20,25,False,True,5,no_reason,common,social,delivered
1,4,2,1,1,4,4,17,False,True,13,posts_created+login_streak,common,comeback,delivered
4,6,14,28,1,5,7,26,False,True,19,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,7,8,15,3,5,22,27,False,True,5,no_reason,rare,social,delivered
5,3,18,17,2,3,13,21,False,True,8,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,3,10,5,1,5,12,30,False,True,18,posts_created+karma_earned,common,mystery,delivered
2,4,10,27,2,5,15,27,False,True,12,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
9,7,3,8,5,1,18,28,False,True,10,quizzes_completed+login_streak,rare,streak,delivered
1,0,5,28,1,9,6,30,False,True,24,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
6,12,7,24,4,7,6,28,False,True,22,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,1,2,9,2,2,5,25,False,True,20,posts_created+karma_earned,common,mystery,delivered
1,6,2,0,2,3,8,16,False,True,8,posts_created+login_streak,common,comeback,delivered
1,6,8,5,2,0,9,14,False,True,5,posts_created+karma_earned,common,mystery,delivered
1,2,2,4,0,1,6,6,False,False,0,low_karma_diff,,,missed
10,7,4,24,8,5,12,26,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
7,12,6,9,9,8,17,27,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,2,2,1,1,7,17,False,True,10,posts_created+login_streak,common,comeback,delivered
1,9,1,1,2,5,7,21,False,True,14,posts_created+login_streak,common,comeback,delivered
1,5,1,2,2,2,1,13,False,True,12,posts_created+login_streak,common,comeback,delivered
5,8,7,6,2,8,20,28,False,True,8,no_reason,common,social,delivered
3,7,8,9,1,5,15,29,False,True,14,posts_created+karma_earned,common,mystery,delivered
2,0,4,5,0,1,7,9,False,False,2,low_karma_diff,,,missed
4,4,10,18,1,13,6,29,False,True,23,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
5,6,2,8,5,10,5,21,False,True,16,quizzes_completed+login_streak,common,streak,delivered
10,8,13,8,3,9,19,25,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,0,6,15,0,12,22,28,False,True,6,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
5,4,13,14,3,8,20,29,False,True,9,no_reason,common,social,delivered
5,14,10,18,7,8,18,27,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,13,4,22,5,11,14,28,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,1,10,6,4,10,18,24,False,True,6,quizzes_completed+login_streak,common,streak,delivered
0,2,3,0,0,1,3,6,False,False,3,low_karma_diff,,,missed
7,11,9,18,6,12,2,29,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
3,5,8,7,2,6,20,28,False,True,8,no_reason,common,social,delivered
10,2,9,11,1,5,6,15,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
1,10,4,0,2,0,12,24,False,True,12,posts_created+login_streak,common,comeback,delivered
1,4,3,4,2,1,23,28,False,True,5,posts_created+login_streak,common,comeback,delivered
1,8,3,3,2,1,24,30,False,True,6,posts_created+login_streak,common,comeback,delivered
3,6,11,9,5,10,14,29,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,1,10,10,2,5,11,16,False,True,5,quizzes_completed+login_streak,common,streak,delivered
1,8,4,1,2,1,2,23,False,True,21,posts_created+login_streak,rare,comeback,delivered
9,15,17,23,4,13,14,25,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
10,6,8,14,6,6,16,26,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
10,12,3,22,6,12,4,28,False,True,24,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,6,6,29,0,9,13,22,False,True,9,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
9,8,13,18,7,15,17,28,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,3,1,2,2,1,5,14,False,True,9,posts_created+login_streak,common,comeback,delivered
10,7,6,9,5,6,0,18,False,True,18,quizzes_completed+login_streak,rare,streak,delivered
10,12,3,14,3,10,20,25,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,1,6,23,1,13,5,23,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,2,2,2,0,4,7,15,True,False,0,spam,,,missed
5,2,6,17,1,14,0,30,False,True,30,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,9,8,9,3,0,20,27,False,True,7,posts_created+karma_earned,common,mystery,delivered
4,7,5,14,5,10,5,20,False,True,15,quizzes_completed+login_streak,common,streak,delivered
1,9,4,1,1,1,7,23,False,True,16,posts_created+login_streak,common,comeback,delivered
5,5,10,6,4,2,15,30,False,True,15,quizzes_completed+login_streak,common,streak,delivered
2,7,5,4,2,0,13,20,False,True,7,posts_created+karma_earned,common,mystery,delivered
8,3,3,9,5,3,14,25,False,True,11,quizzes_completed+login_streak,rare,streak,delivered
2,1,6,5,2,3,3,10,False,True,7,posts_created+karma_earned,common,mystery,delivered
6,7,15,14,5,14,19,25,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,1,4,0,1,8,10,False,False,2,low_karma_diff,,,missed
0,3,5,12,2,5,24,30,False,True,6,no_reason,legendary,social,delivered
0,10,0,9,2,5,10,25,False,True,15,posts_created+karma_earned,common,mystery,delivered
6,14,12,13,9,10,18,29,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,2,11,28,0,3,9,26,False,True,17,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,3,14,23,2,14,6,25,False,True,19,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,15,12,20,3,3,13,29,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,5,15,18,2,3,10,30,False,True,20,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,3,1,11,4,10,16,22,False,True,6,quizzes_completed+login_streak,common,streak,delivered
5,2,4,2,5,3,17,27,True,False,0,spam,,,missed
4,3,0,0,2,7,21,28,False,True,7,posts_created+karma_earned,common,mystery,delivered
2,3,3,0,0,3,0,4,True,False,0,spam,,,missed
1,4,4,5,2,3,7,16,False,True,9,posts_created+login_streak,common,comeback,delivered
1,3,4,3,0,5,6,27,False,True,21,posts_created+karma_earned,common,mystery,delivered
6,10,4,2,1,9,5,28,False,True,23,quizzes_completed+login_streak,rare,streak,delivered
5,3,8,28,0,3,8,23,False,True,15,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
8,3,6,0,3,0,19,28,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
2,9,4,15,2,9,21,26,False,True,5,no_reason,common,social,delivered
4,9,12,13,4,14,11,26,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,3,2,2,1,4,19,30,False,True,11,posts_created+login_streak,common,comeback,delivered
1,1,1,3,0,1,9,9,False,False,0,low_karma_diff,,,missed
5,9,7,7,0,7,12,19,False,True,7,posts_created+karma_earned,common,mystery,delivered
9,5,18,10,5,10,9,25,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,2,20,30,2,4,4,30,False,True,26,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
5,10,13,11,2,8,22,29,False,True,7,no_reason,rare,social,delivered
5,5,12,14,1,9,18,24,False,True,6,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
0,7,8,12,3,10,23,30,False,True,7,no_reason,rare,social,delivered
2,3,18,24,3,11,9,20,False,True,11,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
3,10,7,7,3,3,5,14,False,True,9,posts_created+karma_earned,common,mystery,delivered
5,2,0,4,2,2,19,22,True,False,0,spam,,,missed
0,0,2,5,0,2,2,6,False,False,4,low_karma_diff,,,missed
2,6,11,5,2,7,22,29,False,True,7,no_reason,rare,social,delivered
9,7,9,25,5,4,12,27,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,2,3,1,2,2,0,10,False,True,10,posts_created+login_streak,common,comeback,delivered
6,7,5,5,1,0,8,15,False,True,7,quizzes_completed+login_streak,rare,streak,delivered
5,2,0,9,2,8,4,16,False,True,12,quizzes_completed+login_streak,common,streak,delivered
0,8,1,2,1,6,1,24,False,True,23,posts_created+karma_earned,common,mystery,delivered
0,4,15,24,1,4,10,20,False,True,10,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
0,9,1,0,1,2,15,30,False,True,15,posts_created+karma_earned,common,mystery,delivered
9,8,16,12,3,5,21,29,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,0,20,12,1,7,9,24,False,True,15,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,10,2,4,1,2,6,27,False,True,21,posts_created+login_streak,rare,comeback,delivered
1,10,5,12,2,8,20,25,False,True,5,no_reason,common,social,delivered
5,5,5,0,1,5,7,24,False,True,17,posts_created+karma_earned,common,mystery,delivered
1,7,4,4,2,3,12,21,False,True,9,posts_created+login_streak,common,comeback,delivered
1,9,4,11,3,10,23,29,False,True,6,no_reason,rare,social,delivered
1,7,5,2,1,5,17,23,False,True,6,posts_created+login_streak,common,comeback,delivered
4,6,10,11,5,4,11,19,False,True,8,quizzes_completed+login_streak,common,streak,delivered
4,8,10,6,2,4,0,14,False,True,14,posts_created+karma_earned,common,mystery,delivered
2,0,0,5,0,2,6,6,False,False,0,low_karma_diff,,,missed
5,4,5,3,3,1,0,25,False,True,25,posts_created+karma_earned,rare,mystery,delivered
0,1,1,5,0,1,3,5,False,False,2,low_karma_diff,,,missed
0,6,17,20,1,5,14,26,False,True,12,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
4,9,1,11,5,2,17,30,False,True,13,quizzes_completed+login_streak,common,streak,delivered
3,0,15,15,0,8,8,26,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,2,0,5,0,2,5,5,False,False,0,low_karma_diff,,,missed
1,3,3,4,1,1,20,28,False,True,8,posts_created+login_streak,common,comeback,delivered
9,13,19,9,8,6,14,28,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,3,3,0,1,1,7,20,False,True,13,posts_created+login_streak,common,comeback,delivered
4,5,1,15,1,8,19,30,False,True,11,quizzes_completed+login_streak,common,streak,delivered
9,14,6,18,8,5,22,27,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
5,8,10,9,3,5,20,26,False,True,6,no_reason,common,social,delivered
4,6,7,24,3,8,4,20,False,True,16,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,10,8,15,3,7,23,29,False,True,6,no_reason,rare,social,delivered
2,6,6,12,3,10,23,28,False,True,5,no_reason,rare,social,delivered
7,6,11,15,7,9,14,30,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,6,8,11,2,7,25,30,False,True,5,karma_spent,legendary,social,delivered
1,4,1,0,2,5,5,15,False,True,10,posts_created+login_streak,common,comeback,delivered
6,1,0,4,5,0,8,16,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
2,6,6,27,2,15,11,29,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,2,3,0,0,1,3,5,False,False,2,low_karma_diff,,,missed
0,4,2,2,0,1,8,25,False,True,17,posts_created+karma_earned,common,mystery,delivered
1,0,4,3,0,2,2,6,False,False,4,low_karma_diff,,,missed
2,2,8,14,2,4,5,27,False,True,22,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
7,4,2,1,5,3,24,29,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
1,3,3,3,2,4,1,10,False,True,9,posts_created+login_streak,common,comeback,delivered
6,15,8,13,5,15,4,29,False,True,25,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,4,0,1,3,5,12,False,True,7,posts_created+login_streak,common,comeback,delivered
5,2,5,2,0,0,6,10,True,False,0,spam,,,missed
3,10,5,13,3,10,24,30,False,True,6,no_reason,legendary,social,delivered
7,15,7,20,6,11,20,27,False,True,7,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,1,2,5,0,1,7,10,False,False,3,low_karma_diff,,,missed
0,2,12,12,1,9,14,21,False,True,7,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
3,6,10,1,5,3,13,18,False,True,5,quizzes_completed+login_streak,common,streak,delivered
3,8,2,3,3,9,9,21,False,True,12,quizzes_completed+login_streak,common,streak,delivered
2,0,1,1,0,1,5,7,False,False,2,low_karma_diff,,,missed
0,9,1,8,2,1,8,17,False,True,9,posts_created+karma_earned,common,mystery,delivered
2,2,12,13,1,9,15,20,False,True,5,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,6,4,3,1,5,16,24,False,True,8,posts_created+login_streak,common,comeback,delivered
5,0,6,10,3,3,6,29,False,True,23,quizzes_completed+login_streak,common,streak,delivered
10,9,7,9,8,6,20,25,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,0,20,23,1,15,20,30,False,True,10,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
3,5,13,22,3,4,2,21,False,True,19,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,1,0,0,0,2,7,8,False,False,1,low_karma_diff,,,missed
2,6,17,16,2,11,6,26,False,True,20,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,2,1,5,1,3,1,16,False,True,15,posts_created+login_streak,common,comeback,delivered
1,6,1,5,2,1,6,11,False,True,5,posts_created+login_streak,common,comeback,delivered
5,8,8,3,1,1,5,30,False,True,25,posts_created+karma_earned,rare,mystery,delivered
7,7,3,12,2,2,2,29,False,True,27,quizzes_completed+login_streak,rare,streak,delivered
2,1,0,8,1,6,4,16,False,True,12,posts_created+karma_earned,common,mystery,delivered
9,8,6,1,1,1,10,16,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
5,5,8,0,0,7,4,15,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,4,18,10,3,11,24,29,False,True,5,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,3,16,17,3,5,14,29,False,True,15,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
0,8,2,5,3,5,2,27,False,True,25,posts_created+karma_earned,rare,mystery,delivered
0,6,6,1,0,2,11,30,False,True,19,posts_created+karma_earned,common,mystery,delivered
3,10,10,8,2,5,10,25,False,True,15,posts_created+karma_earned,common,mystery,delivered
1,6,19,15,1,5,17,29,False,True,12,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
5,8,13,13,3,5,22,29,False,True,7,no_reason,rare,social,delivered
1,6,9,24,2,12,10,30,False,True,20,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,3,5,6,3,7,8,30,False,True,22,posts_created+karma_earned,common,mystery,delivered
5,9,0,6,3,5,2,27,False,True,25,posts_created+karma_earned,rare,mystery,delivered
0,0,5,16,2,5,4,24,False,True,20,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
9,6,15,9,7,15,2,25,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,6,7,21,1,13,14,20,False,True,6,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,1,5,20,2,7,0,22,False,True,22,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
3,0,10,21,1,11,6,20,False,True,14,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
6,15,14,17,6,8,13,30,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,2,0,9,2,5,22,28,False,True,6,quizzes_completed+login_streak,common,streak,delivered
7,0,4,9,2,3,14,30,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
3,12,15,24,7,15,8,30,False,True,22,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,5,6,6,3,4,24,30,False,True,6,no_reason,legendary,social,delivered
5,6,12,11,1,10,3,24,False,True,21,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,4,4,12,3,8,22,28,False,True,6,no_reason,rare,social,delivered
3,5,15,27,3,7,0,20,False,True,20,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,7,2,3,1,5,9,20,False,True,11,posts_created+login_streak,common,comeback,delivered
1,1,2,0,0,0,6,7,False,False,1,low_karma_diff,,,missed
4,9,10,10,2,8,20,25,False,True,5,no_reason,common,social,delivered
1,3,5,3,2,5,10,23,False,True,13,posts_created+login_streak,common,comeback,delivered
3,9,3,0,0,1,3,14,False,True,11,posts_created+karma_earned,common,mystery,delivered
10,4,9,7,3,1,8,17,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
9,9,3,15,7,12,25,30,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
6,8,8,1,5,9,10,27,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
4,1,1,0,1,5,7,21,False,True,14,posts_created+karma_earned,common,mystery,delivered
1,7,3,3,1,2,5,20,False,True,15,posts_created+login_streak,common,comeback,delivered
3,9,6,7,3,4,22,27,False,True,5,no_reason,rare,social,delivered
0,1,0,4,0,1,8,8,False,False,0,low_karma_diff,,,missed
1,2,5,3,2,1,3,27,False,True,24,posts_created+login_streak,rare,comeback,delivered
1,4,14,27,1,15,16,27,False,True,11,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,3,6,7,0,2,5,15,False,True,10,posts_created+karma_earned,common,mystery,delivered
1,0,1,3,0,0,8,9,False,False,1,low_karma_diff,,,missed
5,3,6,2,2,7,4,14,False,True,10,posts_created+karma_earned,common,mystery,delivered
5,4,12,10,2,5,20,30,False,True,10,no_reason,common,social,delivered
5,8,14,6,2,8,23,29,False,True,6,no_reason,rare,social,delivered
1,3,9,9,3,5,22,30,False,True,8,no_reason,rare,social,delivered
2,5,13,13,3,4,24,30,False,True,6,no_reason,legendary,social,delivered
5,3,15,26,3,6,9,25,False,True,16,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
8,10,12,25,10,13,19,26,False,True,7,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,2,3,3,2,0,3,12,False,True,9,posts_created+login_streak,common,comeback,delivered
0,7,6,8,3,7,23,28,False,True,5,no_reason,rare,social,delivered
